query,no,token,pos
경주 여행,356,요기,NP
경주 여행,356,여기,NP
경주 여행,356,버스,NNG
경주 여행,356,려고,EC
경주 여행,356,는데,EC
경주 여행,356,버스,NNG
경주 여행,356,너무,MAG
경주 여행,356,와서,VV+EC
경주 여행,356,택시,NNG
경주 여행,356,그러나,MAJ
경주 여행,356,다음,NNG
경주 여행,356,문제,NNG
경주 여행,356,계속,MAG
경주 여행,357,첨성대,NNG
경주 여행,357,대릉원,NNG
경주 여행,357,주차,NNG
경주 여행,357,주차장,NNG
경주 여행,357,대릉원,NNG
경주 여행,357,주차장,NNG
경주 여행,357,여기,NP
경주 여행,357,매표,NNG
경주 여행,357,해야,VV+EC
경주 여행,357,들어갈,VV+ETM
경주 여행,357,어서,EC
경주 여행,357,그냥,MAG
경주 여행,357,혼자,NNG
경주 여행,357,굳이,MAG
경주 여행,357,들어갈,VV+ETM
경주 여행,357,필요,NNG
경주 여행,357,느꼈,VV+EP
경주 여행,357,네요,EF
경주 여행,357,편하,VA
경주 여행,357,드라이브,NNG
경주 여행,357,둘러본,VV+ETM
경주 여행,357,그리고,MAJ
경주 여행,357,그곳,NP
경주 여행,357,에서,JKB
경주 여행,357,만난,VV+ETM
경주 여행,357,첨성대,NNG
경주 여행,358,2303,SN
경주 여행,358,봄꽃,NNG
경주 여행,358,습니다,EF
경주 여행,358,벌써,MAG
경주 여행,358,마지막,NNG
경주 여행,358,월요일,NNG
경주 여행,358,찾아간,VV+ETM
경주 여행,358,벚꽃,NNG
경주 여행,358,상춘객,NNG
경주 여행,358,으로,JKB
경주 여행,358,많이,MAG
경주 여행,358,붐볐,VV+EP
경주 여행,358,습니다,EF
경주 여행,358,에서,JKB
경주 여행,358,점심,NNG
경주 여행,358,집사람,NNG
경주 여행,358,국도,NNG
경주 여행,358,천천히,MAG
경주 여행,358,올라가,VV
경주 여행,358,곳곳,NNG
경주 여행,358,벚꽃,NNG
경주 여행,358,자랑,NNG
경주 여행,358,열중,NNG
경주 여행,359,황리,NNG
경주 여행,359,맛집,NNG
경주 여행,359,여도,NNG
경주 여행,359,영업,NNG
경주 여행,359,종료,NNG
경주 여행,359,오늘,NNG
경주 여행,359,맛집,NNG
경주 여행,359,황리,NNG
경주 여행,359,맛집,NNG
경주 여행,359,여주,NNG
경주 여행,359,이야기,NNG
경주 여행,359,함께,MAG
경주 여행,359,해요,VV+EF
경주 여행,359,다만,MAJ
경주 여행,359,현재,MAG
경주 여행,359,여도,NNG
경주 여행,359,다는,ETM
경주 여행,359,저희,NP
경주 여행,359,기록,NNG
경주 여행,359,해서,VV+EC
경주 여행,359,그냥,MAG
경주 여행,359,포스팅,NNP
경주 여행,359,진행,NNG
경주 여행,359,참고,NNG
경주 여행,359,세요,EP+EF
경주 여행,359,한옥,NNP
경주 여행,359,외관,NNG
경주 여행,359,눈길,NNG
경주 여행,360,13,SN
경주 여행,360,성동,NNG
경주 여행,360,시장,NNG
경주 여행,360,구경,NNG
경주 여행,360,가을,NNG
경주 여행,360,기차,NNG
경주 여행,360,피날레,NNG
경주 여행,360,2018,SN
경주 여행,360,11,SN
경주 여행,360,즐거웠,VA+EP
경주 여행,360,가을,NNG
경주 여행,360,기차,NNG
경주 여행,360,단풍,NNG
경주 여행,360,맘껏,MAG
경주 여행,360,누리,VV
경주 여행,360,돌아가,VV
경주 여행,360,노란,VA+ETM
경주 여행,360,은행,NNG
경주 여행,360,낙엽,NNG
경주 여행,360,올려,VV+EC
경주 여행,360,어야,EC
경주 여행,360,는데,EC
경주 여행,360,언니,NNG
경주 여행,360,수고,NNG
경주 여행,360,어염,EF
경주 여행,360,숙소,NNG
경주 여행,360,변경,NNG
경주 여행,360,지도자,NNG
경주 여행,360,언니,NNG
경주 여행,360,짝짝,MAG
경주 여행,361,황리,NNG
경주 여행,361,주전부리,NNG
경주 여행,361,황금,NNG
경주 여행,361,황남,NNG
경주 여행,361,옥수수,NNG
경주 여행,361,청년,NNG
경주 여행,361,분식,NNG
경주 여행,361,황리,NNG
경주 여행,361,주전부리,NNG
경주 여행,361,저녁,NNG
경주 여행,361,출출,XR
경주 여행,361,해서,XSA+EC
경주 여행,361,황리,NNG
경주 여행,361,주전부리,NNG
경주 여행,361,우선,MAG
경주 여행,361,급한,VA+ETM
경주 여행,361,결론,NNG
경주 여행,361,부터,JX
경주 여행,361,자면,EC
경주 여행,361,청년,NNG
경주 여행,361,분식,NNG
경주 여행,361,황남,NNG
경주 여행,361,옥수수,NNG
경주 여행,361,모두,MAG
경주 여행,361,아쉽,VA
경주 여행,361,청년,NNG
경주 여행,361,분식,NNG
경주 여행,361,쥬얼,NNP
경주 여행,361,우릴,VV+ETM
경주 여행,361,유혹,NNG
경주 여행,361,뭔가,NP+VCP+EC
경주 여행,362,안녕,IC
경주 여행,362,2014,SN
경주 여행,362,2014,SN
경주 여행,362,마지막,NNG
경주 여행,362,에서,JKB
경주 여행,362,멋진,VA+ETM
경주 여행,362,선물,NNG
경주 여행,362,눈발,NNG
경주 여행,362,날리,VV
경주 여행,362,시작,NNG
경주 여행,362,한다,XSV+EF
경주 여행,362,그리고,MAJ
경주 여행,362,금방,MAG
경주 여행,362,하얀,VA+ETM
경주 여행,362,세상,NNG
경주 여행,362,으로,JKB
경주 여행,362,변한다,VV+EC
경주 여행,362,눈길,NNG
경주 여행,362,산책,NNG
경주 여행,362,불국사,NNP
경주 여행,362,에서,JKB
경주 여행,362,기차,NNG
경주 여행,362,마무리,NNG
경주 여행,362,한다,XSV+EF
경주 여행,362,다시,MAG
경주 여행,362,화창,XR
경주 여행,362,해진,XSA+EC+VX+ETM
경주 여행,362,하늘,NNG
경주 여행,363,야경,NNG
경주 여행,363,다른,MM
경주 여행,363,매력,NNG
경주 여행,363,정교,NNG
경주 여행,363,분위기,NNG
경주 여행,363,저녁,NNG
경주 여행,363,정교,NNG
경주 여행,363,방문,NNG
경주 여행,363,추천,NNG
경주 여행,363,드립니다,VV+EF
경주 여행,363,켜진,VV+ETM
경주 여행,363,정교,NNG
경주 여행,363,신나,VV
경주 여행,363,사진,NNG
경주 여행,363,정교,NNG
경주 여행,363,야경,NNG
경주 여행,363,마지막,NNG
경주 여행,363,으로,JKB
경주 여행,363,떠나갑니다,VV+EF
경주 여행,363,여기,NP
경주 여행,363,신라,NNP
경주 여행,363,니까,VCP+EC
경주 여행,363,신라,NNP
경주 여행,363,해장국,NNG
경주 여행,363,즐거웠,VA+EP
경주 여행,363,습니다,EF
경주 여행,364,황남,NNG
경주 여행,364,맷돌,NNG
경주 여행,364,순두부,NNG
경주 여행,364,두부,NNG
경주 여행,364,보쌈,NNG
경주 여행,364,제육,NNG
경주 여행,364,순두부찌개,NNG
경주 여행,364,그리고,MAJ
경주 여행,364,황남,NNG
경주 여행,364,맷돌,NNG
경주 여행,364,순두부,NNG
경주 여행,364,영업시간,NNG
경주 여행,364,30,SN
경주 여행,364,까지,JX
경주 여행,364,황리,NNG
경주 여행,364,시작,NNG
